OrgNo;FirmaNavn;Status;AntallAnsatte;OrganisasjonsformKode;Naeringskode
969809834;ØYVIND HELGE FØRRE;Aktiv;;ENK;01.410
989021214;NÅDEN INVEST AS;Aktiv;;AS;47.642
965630767;STEFFENSEN MASKIN & TRANSPORT AS;Aktiv;5;AS;43.120
994617834;NARVIKSENTERET - NORDNORSK STIFTELSE FOR HISTORIEFORMIDLING, MENNESKERETTIGHETER OG FREDSBYGGING;Aktiv;25;STI;91.022
948195003;STIFTELSEN NYBO;Aktiv;6;STI;68.209
991091025;LYSTPÅ AS;Aktiv;33;AS;56.210
913251563;BIOSELECT NORGE AS;Slettet;;AS;
995605406;SALT LOFOTEN AS;Aktiv;26;AS;72.110
990390886;ISOS EIENDOM AS;Aktiv;;AS;68.209
913459253;RS1 BYGG AS;Aktiv;11;AS;41.200
998320399;STARWORKS AS;Aktiv;;AS;74.903
912899586;EMONKEY AS;Aktiv;;AS;62.020
983200532;CLARIFY HOLDING AS;Aktiv;;AS;70.220
991941495;NORWEGIAN ADVENTURE COMPANY AS;Aktiv;6;AS;93.291
983592945;KONTOR RENHOLD AS;Aktiv;5;AS;81.210
920533248;KONKYLIEN AS;Aktiv;;AS;73.110
991921494;STEIGEN VERTSHUS AS;Aktiv;19;AS;55.101
968651242;ATLANTERPRODUKTER AS;Aktiv;12;AS;43.919
999114954;INCUBE AS;Aktiv;;AS;70.220
957701752;OFOTEN TAKST AS;Aktiv;;AS;71.121
985448663;DITT TILTAK AS;Aktiv;;AS;88.991
924993464;FOSEN TRAFIKKSKOLE AS;Aktiv;6;AS;85.530
984036949;LOFOTHAVN AS;Aktiv;;AS;68.209
880589652;NARVIKING AS;Aktiv;;AS;52.219
980397378;HARSTAD OG OMLAND BILBERGING AS;Aktiv;;AS;52.219
897380552;OPTITUNING AS;Aktiv;6;AS;45.200
895435392;KATO ANLEGG AS;UnderAvvikling;;AS;43.120
988350362;CAPIENT AS;Aktiv;19;AS;70.220
913537521;AS CLAUS RIIS GATE 6;Aktiv;;AS;68.320
914949181;PERITUS INVEST AS;Aktiv;;AS;68.100
960580168;FREEFORM Bård Selfors;Aktiv;;ENK;74.102
967866032;BRØDRENE JACOBSEN AUT RØRLEGGERBEDRIFT AS;Slettet;;AS;
997626079;DEGREE AS;Aktiv;12;AS;62.020
984573308;BLÅST AS;Aktiv;15;AS;23.130
913158881;STUDIO VESTNES AS;Aktiv;;AS;90.033
998190940;ROSNES PRODUKSJON AS;Aktiv;15;AS;01.190
998304954;ROSNES GÅRDSDRIFT AS;Aktiv;42;AS;01.130
952636014;AS SCENARIO INTERIØRARKITEKTER MNIL;Aktiv;12;AS;74.103
975419495;GRATANGEN IDRETTSLAG;Aktiv;;FLI;93.120
986665773;STIFTELSEN STEINERBARNEHAGEN ROTNISSEN;Aktiv;32;STI;88.911
996760006;HILDONENS TRANSPORTSERVICE AS;Aktiv;23;AS;49.410
989081438;HOLTET BYGG & TAKSERING AS;Slettet;;AS;
987918012;ÅRBOGEN TRANSPORT AS;Aktiv;29;AS;49.410
911955598;TOTA AS;Aktiv;;AS;77.310
925947210;ACCOUNTOR HAMAR AS;Aktiv;28;AS;69.201
995826178;NORSKE NATURFOTOGRAFER;Aktiv;;FLI;94.991
930083305;VB SYKKYLVEN RØR AS;Slettet;;AS;
993734977;PROMAL AS;Aktiv;7;AS;43.341
914084466;MOUCHIOUSE MUSIC AS;Aktiv;;AS;90.011
990230099;BORETTSLAGET MULTEBÆRHOLMEN SJØHUS 1;Aktiv;;BRL;68.201
997592646;SB PRODUKSJONER AS;Aktiv;;AS;74.903
912250423;TANNLEGENE BERGSDAL OG SKULBRU AS;Aktiv;;AS;86.230
988350923;ADVOKATFIRMAET HIENN AS;Slettet;;AS;
998551609;NORFLOOR LOFOTEN AS;Aktiv;;AS;46.739
981047168;HÅRSVEISEN AS;Aktiv;;AS;96.020
913472853;EXCITER AS;Aktiv;;AS;70.220
993763233;GALLERI RAMFJORD AS;Aktiv;9;AS;90.033
916497083;MJELVA INVEST AS;Aktiv;;AS;68.209
987209704;AJOUR REGNSKAP MANDAL AS;Aktiv;7;AS;69.201
912860647;FELL MARINE HOLDING AS;Aktiv;;AS;71.129
916523270;VAXA GROUP AS;Aktiv;;AS;68.100
994698672;FÜRST & FAR FILM OG FJERNSYN AS;Aktiv;;AS;59.110
912561259;ARCTIC REIN OG VILT AS;Aktiv;9;AS;10.130
982585058;MASKINENTREPRENØR KRISTIAN KRISTIANSEN AS;Aktiv;40;AS;42.210
891677812;BODØ VOLLEY;Aktiv;;FLI;93.120
916497210;AAG TRAFIKKSKOLE AS;Aktiv;;AS;85.530
985606633;GEOLOFOTEN AS;Aktiv;6;AS;71.123
813837692;TYTLANDSVIK AQUA AS;Aktiv;36;AS;03.212
915493157;HÅRSTRÅET FRISØR NARVIK AS;Aktiv;5;AS;96.020
926087703;ØKONOMIBYRÅET AS;Slettet;;AS;
916570422;CHANG LEONARD AS;Aktiv;5;AS;96.020
983149065;MANDALITTEN RESTAURANTDRIFT AS;Slettet;;AS;
912738418;LU CONSULT AS;Aktiv;;AS;71.129
988936871;FAUSKE IDRETTSLAG ALPINT;Aktiv;;FLI;93.120
981580915;RØRLEGGERFIRMA VVS-PROFFEN AS;Aktiv;10;AS;43.221
993044059;NORDVARANGER EIENDOM AS;Aktiv;;AS;68.320
996761916;VILLA EIENDOMSUTVIKLING AS;Aktiv;;AS;41.200
999562728;JLP INVEST AS;Slettet;;AS;
916263074;TEMP HOLDING AS;Aktiv;;AS;55.202
956781302;ÁJVAN ØKONOMI AS;Slettet;;AS;
987632380;GRANT THORNTON REVISJON AS;Aktiv;39;AS;69.202
914813123;NORWAY DESIGNS AS;Aktiv;17;AS;47.789
916306962;SØRJOH AS;Slettet;;AS;
911712644;HOTSPUR HOLDING AS;Aktiv;;AS;68.310
916611145;GN BYGG AS;Aktiv;;AS;41.200
917934436;ÅBYGG AS;Aktiv;11;AS;41.200
983982964;OLE LILJEBAKK AS;Aktiv;;AS;41.200
985024510;RIMO REKLAME AS;Aktiv;9;AS;18.120
923774688;KBE MASKINUTLEIE AS;Aktiv;12;AS;77.390
916061269;BALLANGEN AUTOSENTER AS;Aktiv;;AS;33.120
957508979;BOLIGSERVICE AS;Aktiv;14;AS;47.521
983715737;BOLIGINNREDERNE AS;Aktiv;5;AS;74.103
988325686;GLASS I NOR SOLSKJERMING AS;Aktiv;;AS;43.290
990018472;K.THORBERGSEN MEKANISKE AS;Aktiv;;AS;25.620
980965686;FAGERNESVEIEN 4 AS;Aktiv;;AS;68.209
996399567;FASADE & BOLIGTEKNIKK AS;Konkurs;;AS;43.320
992829990;NORDSALTEN BLIKK AS;Aktiv;;AS;43.911
997034112;BERGE ANLEGG AS;Aktiv;;AS;43.120
969109689;VETERANMOPEDEN.NO CHRISTIAN WESTYE EGEBERG;Aktiv;;ENK;46.750
816561752;THORIR.PHOTO AS;Aktiv;;AS;74.200
971172207;KVITO AS;Aktiv;8;AS;88.994
996034534;FIRST SCANDINAVIA PARTNER AS;Aktiv;;AS;85.609
880706802;PLEYMS HVITEVARE SERVICE;Slettet;;ENK;
963679157;STIFTELSEN KFUK-KFUM FOLKEHØGSKOLEN NORD-NORGE;Aktiv;15;STI;85.591
998469597;BJØRN FRISØR AS;Aktiv;15;AS;96.020
875792032;CENTRUM EIENDOM AS;Aktiv;;AS;41.109
895745952;MARIUS DESIGN AS;Aktiv;;AS;74.102
984086156;PROXIMA EIENDOM AS;Aktiv;;AS;68.209
989837680;TIVA AS;Aktiv;;AS;85.599
992356898;DIRECTA AS;Aktiv;22;AS;69.201
986464492;OPTIMAL REGNSKAP AS;Aktiv;10;AS;69.201
995606038;ROY HJELMELAND;Aktiv;;ENK;55.202
984633599;GRØNT VEDLIKEHOLD AS;Aktiv;6;AS;81.300
971435828;NORSKE GRAFIKERE;Aktiv;6;FLI;94.120
932757249;HUNDVÅG FYSIKALSKE INSTITUTT AS;Aktiv;;AS;86.902
912009181;AS GLEA;Aktiv;35;AS;10.201
911806800;MAESTRO EIENDOM AS;Aktiv;;AS;68.320
997024966;MEKO HOLDING AS;Aktiv;;AS;45.200
948235757;STEIGEN OLJESERVICE AS;Aktiv;23;AS;46.710
882456412;NORDHEALTH NORWAY AS;Aktiv;21;AS;58.290
992132957;SANIMALIS NORGE AS;Slettet;;AS;
991445749;HAMARØY VEKST AS;Aktiv;5;AS;88.994
923627804;ODDMUND GROVEN AS;Aktiv;37;AS;49.410
912066258;VESTSIDEN TANNLEGEKONTOR AS;Aktiv;11;AS;86.230
979889402;ELDA FOODS AS;Aktiv;5;AS;10.710
971590734;AMPHIBIA AS;Aktiv;;AS;69.201
998362709;S.E.P. CONSULT AS;Aktiv;5;AS;71.121
911894122;HAVBÅRA AS;Aktiv;;AS;03.111
998131669;JONUS AS;Aktiv;;AS;41.200
916210264;HYGGLO AS;Aktiv;;AS;62.010
980387984;MALERIET AS;Aktiv;;AS;43.341
998896312;KIKITEPE AS;Aktiv;;AS;90.011
912737551;MANAGE AS;Aktiv;;AS;68.209
921440626;GRAVALID EIENDOM AS;Aktiv;;AS;68.209
988777773;A CAPELLA AS;Aktiv;;AS;58.290
998322367;BB MONTERING AS;Aktiv;8;AS;41.200
992932767;NORHEIM REGNSKAP AS;Aktiv;7;AS;69.201
974349191;NORDISK FILM- OG TV-FOND;Aktiv;8;ANNA;94.992
982587190;FIRST SCANDINAVIA STI;Aktiv;20;STI;94.992
911912805;KRAN OG ENTREPRENØRTJENESTER AS;Aktiv;12;AS;43.120
912892220;UNITED INFLUENCERS NORWAY AS;Aktiv;;AS;90.035
981648714;PTP PARTNER EIENDOM AS;Aktiv;;AS;68.209
916683898;ESSAL HHD AS;Aktiv;;AS;55.101
966890134;DET LILLE KJØKKEN AS;Aktiv;30;AS;56.102
997594541;GARAGE 15 AS;Aktiv;8;AS;46.620
988639702;FROST ANIMATION Tor Øra;Aktiv;;ENK;59.120
998796938;STRANDA FJELLGREND AS;Konkurs;;AS;41.109
919332646;ARTH. NORDERHAUG'S EFTF. AS;Aktiv;7;AS;25.610
985435588;MIKALSEN FILM OG VIDEO;Aktiv;;ENK;47.410
922173478;OPUS ØKONOMI AS;Aktiv;;AS;69.201
897723662;OASEN TANNLEGE-SENTER AS;Aktiv;7;AS;86.230
891991312;KYSTBUTIKKEN AS;Aktiv;;AS;47.111
958167806;BYGG OG TØMRERMESTER JARLE SØRENSEN;Aktiv;;ENK;41.200
994492772;RAMBERG FISK AS;Slettet;;AS;
988306665;UGEDAL ENERGI AS;Aktiv;;AS;35.111
996487857;GUSTERUD BYGG AS;Aktiv;16;AS;41.200
985984247;BARNEHAGEN VIER SA;Aktiv;22;SA;88.911
999597599;EIDSVOLL EIENDOMSUTVIKLING AS;Aktiv;;AS;41.109
919827432;CADENA AS;Aktiv;;AS;68.100
916548311;POTT OG PANNE AS;Aktiv;;AS;74.903
926441523;NN REGNSKAP AS;Aktiv;;AS;69.201
999627536;NARVIK FLIS OG OVNSMONTASJE AS;Aktiv;;AS;43.990
936979505;KG CONSULT INDUSTRIPRODUKTER AS;Aktiv;;AS;46.900
947719068;NORDNORSKE ENTREPRENØRERS SERVICEORGANISASJON SA;Aktiv;21;SA;94.110
992657960;HOLMSNES VANNVERK SA;Aktiv;;SA;36.000
985066302;STIFTELSEN HUMAN RIGHTS SERVICE HRS;Aktiv;;STI;94.991
940964393;TRIBUTUM AS;Aktiv;;AS;81.210
958869355;BEVEREN SPORT Erik Haraldsen;Aktiv;;ENK;47.641
914817080;LEGE BERNARD HOLTHE AS;Aktiv;;AS;86.211
916672446;TAPEBOOK AS;Aktiv;;AS;46.694
916750382;M. ELLINGSEN SKOGSDRIFT AS;Aktiv;;AS;02.400
993769096;INVENTECH AS;Aktiv;;AS;71.129
916708890;VENTURA FORLAG AS;Aktiv;;AS;58.110
914836433;NESSET SPISERI AS;Aktiv;5;AS;56.101
992567422;TREUNGENFESTIVAL AS;Aktiv;;AS;90.020
992234547;FREJAN AS;Aktiv;;AS;68.209
974432153;T HAVN AS;Aktiv;;AS;69.201
916612745;SUSANNASONATA AS;Aktiv;;AS;90.011
991243542;MOTOR & MARINE ROTSUND AS;Aktiv;5;AS;45.112
914015170;TORE HAUGO;Aktiv;;ENK;49.320
977298628;KNAI & KNAI AS;Aktiv;;AS;74.909
983744745;SPORT1 HVITTINGFOSS AS;Aktiv;7;AS;47.641
996741419;MASKIN-INVEST AS;Aktiv;;AS;46.694
816765552;TK BETONG OG GRUNN AS;Aktiv;;AS;71.121
885413692;MARTIN FRELTOFTE BYGG;Aktiv;;ENK;41.200
970946853;HELGELAND FOLKEHØYSKOLE;Aktiv;;SÆR;85.591
999594689;LANGNESVÆRING AS;Aktiv;;AS;03.111
912109356;MYREVÆRING AS;Aktiv;;AS;03.111
930962392;NORD-NORGE EIENDOMSSELSKAP AS;Aktiv;;AS;68.209
993384437;ALLTIDKLAR HYTTESERVICE AS;Aktiv;;AS;43.320
976107209;HENRY HANSEN OPTIKK AS;Aktiv;;AS;47.782
982150086;HENRY HANSEN EIENDOM AS;Aktiv;;AS;68.209
911798778;BODØ ANDELSLANDBRUK SA;Aktiv;;SA;01.130
951878863;NARVIK BILUTLEIE AS;Aktiv;;AS;77.110
980398730;BM-TRADING EIENDOM BJØRN MARTINSEN AS;Aktiv;;AS;68.209
912172910;ARCTIC CHEF AS;Aktiv;;AS;56.290
914884748;HENRIKSEN VENTILASJON AS;Aktiv;40;AS;43.223
998643511;STENE JOHANSEN AS;Aktiv;11;AS;81.300
980738787;REGNSKAPSTEAM HALLINGDAL AS;Aktiv;11;AS;69.201
925348589;LIFT ME AS;Aktiv;10;AS;77.320
975257665;TANGO HÅR OG TERAPI Jorun Margrete Alvær Hauge;Aktiv;;ENK;96.020
995073307;ORKLA HEALTH OCEAN AS;Aktiv;30;AS;10.411
915837328;MOMENT BYGG AS;Slettet;;AS;
815497732;EVJA PROPERTY AS;Aktiv;;AS;68.100
989699571;SIRANEE'S THAIMAT V/SIRANEE UPAWONG VIKEN;Aktiv;;ENK;56.210
816827922;R HANSEN AS;Aktiv;;AS;77.320
915126847;FORMULA LEASING AS;Aktiv;;AS;77.110
995285835;ODIN ENTREPRENØRFIRMA AS;Aktiv;13;AS;43.341
916763018;YTTEREN IDRETTSPARK EIENDOM AS;Aktiv;;AS;68.209
951575003;BUHOLMENS BYGGESELSKAP AS;Aktiv;9;AS;68.100
995811685;TEAMWORK NORWAY AS;Slettet;;AS;
998040663;STAVSET CONSULT AS;Aktiv;;AS;71.121
961050316;KALLE AS;Aktiv;9;AS;55.202
998791782;MORTENSEN KYSTFISKE AS;Aktiv;;AS;03.111
998836883;NARVIK BETONGBRYGGER AS;Aktiv;;AS;23.610
992105259;LILLEROVDE MASKIN AS;Aktiv;11;AS;43.120
913667204;NORDFRA AS;Aktiv;;AS;62.010
915558097;MILJØ CONTAINER AS;Aktiv;13;AS;38.110
941729746;KRONSTAD EIENDOM AS;Aktiv;;AS;68.100
816572932;HØGEBAKKEN EIENDOM AS;Aktiv;;AS;68.209
913917685;BO I GRATANGEN AS;Aktiv;;AS;68.209
932354551;NONSPACE AS;Aktiv;19;AS;74.102
913664191;BRANDPEOPLE AS;Aktiv;8;AS;74.903
911108860;SEV. DAHL & CO AS;Aktiv;;AS;68.100
990046468;AGROLINK AS;Aktiv;6;AS;01.130
929880188;BLIX BYGG AS;Aktiv;13;AS;41.200
915338011;PARK 34 AS;Aktiv;;AS;41.200
896232762;VANNKANTEN AS;Aktiv;;AS;68.209
816360552;VALLE EIE AS;Aktiv;;AS;69.201
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
982961629;VESTFJORD BRØNNBÅTSERVICE AS;Aktiv;;AS;50.202
823422342;MYRE KYSTFISKE AS;Aktiv;;AS;03.111
980015033;ECIT HARESTUA AS;Aktiv;7;AS;69.201
916558880;ESSAL FH AS;Slettet;;AS;
962399223;TANNLEGEN I NESSET AS;Slettet;;AS;
998735211;VORNES KYSTFISKE AS;Aktiv;;AS;03.111
992801964;BILBERGING TROMS AS;Aktiv;;AS;52.219
924913177;VESTERÅLEN IKT AS;Aktiv;;AS;62.010
994641603;VIKT CONSULTING AS;Aktiv;6;AS;62.020
981337530;HARALD JOHANSEN EIENDOM AS;Aktiv;6;AS;68.209
979939949;JOH LUDV JOHANSEN EIENDOM AS;Slettet;;AS;
916885814;A JOSEFSENS EFTF AS;Aktiv;;AS;47.710
992396342;VILL & VAKKER MEDISPA AS;Aktiv;;AS;86.909
982913195;VESTMAR REGNSKAP AS;Aktiv;13;AS;69.201
915411150;FUNDANOR AS;Aktiv;;AS;46.739
989916513;S.THORBERGSEN HOLDING AS;Aktiv;;AS;00.000
916727941;BJUGN BILSERVICE AS;Aktiv;12;AS;45.200
994018175;NIKO EIENDOM AS;Aktiv;;AS;68.209
994883291;LANGSETH SERVICES AS;Aktiv;29;AS;69.201
947214489;KJELL HAVER REGNSKAPSSERVICE AS;Aktiv;35;AS;69.201
915583075;MOEN GRAVING OG UTLEIE AS;Aktiv;;AS;43.120
989958860;NARVIK BOWLING OG LEKELAND AS;Aktiv;9;AS;93.110
943592691;TØMMERVIKGRUPPEN AS;Aktiv;;AS;68.209
886040962;AKS FRISØR OG VELVÆRE AS;Aktiv;5;AS;96.020
883214072;HANSJA MASKIN & UTLEIE HANS J ARNTSEN;Aktiv;;ENK;43.120
911712148;GEOPROVIDER AS;Aktiv;24;AS;71.122
997516699;IQON AS;Aktiv;;AS;71.129
998547113;JORIDS LEFSEBAKERI AS;Aktiv;18;AS;10.710
998510228;BENONISEN FISKERI AS;Aktiv;;AS;03.111
996325660;MOHR AS;Aktiv;;AS;09.109
979897952;GEO-42 AS;Aktiv;;AS;71.122
997831918;GEOPROVIDER SEISMIC AS;Aktiv;;AS;71.122
913580648;INGENIØR GRANBERG AS;Aktiv;;AS;71.129
989480669;ADVOKATFIRMA BJØRN H. LARSEN AS;Aktiv;;AS;69.100
996086011;STEIG TRANSPORT AS;Aktiv;15;AS;49.410
991430741;FRONT FRISØR SANDGATA AS;Aktiv;;AS;96.020
916211627;PU FABRIKKEN AS;Aktiv;;AS;31.090
984285515;FUGLEFJELLET AS;Aktiv;10;AS;59.110
996707644;TRAC HOLDING AS;Aktiv;;AS;70.220
989767453;OA-TRADING Odd Arne Bøe;Aktiv;;ENK;49.320
995516691;FAGERNES BOLIGBYGG AS;Aktiv;;AS;77.390
914931118;EDEN AQUATECH AS;Aktiv;;AS;36.000
989821865;ODDGEIR PETTERSEN;Aktiv;;ENK;68.209
916171099;CRAIG ALIBONE CHOCOLATE AS;Aktiv;10;AS;10.710
874496782;FEIONOR ANS;Aktiv;;ANS;46.442
919255994;BRØDRENE JOBSEN AS;Aktiv;5;AS;43.120
911913119;DJUPVIKVEIEN 15 AS;Aktiv;;AS;68.209
980025616;HÅLOGALAND EIENDOMSUTVIKLING AS;Aktiv;;AS;68.209
916870345;NAVIDIUM AS;Slettet;;AS;
915569293;VESTMARKA INDUSTRIBYGG AS;Aktiv;;AS;68.209
928978508;BIL OG ANLEGGSSUPPORT DRIFT AS;UnderAvvikling;;AS;77.320
916603371;SILVANORD AS;Aktiv;;AS;02.400
975506339;NORSKE GRAFIKERES FOND;Aktiv;;ANNA;94.992
916998341;MONICA HELLEM PHOTOGRAPHY AS;Aktiv;;AS;74.200
995496763;RUNELINVEST AS;Slettet;;AS;
888401652;ADWICE SORTLAND AS;Slettet;;AS;
996256553;VESTERÅLEN STORKJØKKENSENTER AS;Aktiv;6;AS;46.694
988768529;MØYSALEN TANNKLINIKK AS;Slettet;;AS;
916945671;A GREAT IDEA AS;Aktiv;;AS;70.220
978647618;OME SOLUTIONS AS;Aktiv;10;AS;69.201
976550420;HEMNES MEK VERKSTED AS;Aktiv;5;AS;25.110
916612672;FAGKONSULENTENE AS;Aktiv;;AS;70.220
916884427;SANDSØY EIENDOM AS;Aktiv;;AS;68.209
912295044;ANER HOLDING AS;Aktiv;;AS;68.209
912381226;3A EIENDOM 1 AS;Aktiv;;AS;68.209
912381307;3A EIENDOM 2 AS;Aktiv;;AS;68.209
912381277;3A EIENDOM 3 AS;Aktiv;;AS;68.209
912755061;3A EIENDOM 4 AS;Aktiv;;AS;68.209
883391322;AANERUD BAKERI AS;Aktiv;40;AS;10.710
915816614;TO BAKERE AS;Aktiv;13;AS;10.710
921320787;NDS AS;Slettet;;AS;
916882424;JLK OFFSHORE AS;Aktiv;18;AS;78.200
914600650;ARCTICTOUCH AS;Aktiv;;AS;55.202
814084922;TROND OLSEN MUR & FLIS AS;Aktiv;;AS;43.990
914344484;CUBE IT AS;Aktiv;;AS;62.020
947839381;BANKTROLLET BARNEHAGE SA;Aktiv;13;SA;88.911
996276783;SLYNGSTAD EIENDOM AS;Slettet;;AS;
971282185;NAKHOLMEN VEL;Aktiv;;FLI;94.991
916885830;DAGH CONSULTING AS;Aktiv;;AS;70.220
916997868;ARCTIC TRIAL RACING AS;Aktiv;;AS;74.903
996980685;BÆRUM MUR OG FLIS AS;Aktiv;31;AS;43.990
970990534;FOSENLAST AS;Aktiv;;AS;49.410
917095019;ABK TEKNIKK AS;Konkurs;;AS;74.909
989132644;BGH INVEST AS;Aktiv;;AS;45.112
983540384;SALG OG SERVICEPARTNER Eirik Michaelsen;Aktiv;;ENK;68.209
988455474;DJUPDALEN NEDRE VELFORENING;Aktiv;;FLI;94.991
913452763;VESTERÅLEN HAGESERVICE-RUNE HANSEN;Slettet;;ENK;
968349082;NARVIK FORELDRELAGSBARNEHAGE SA;Aktiv;18;SA;88.911
916847947;FOT & HELSE AS;Aktiv;;AS;96.040
992361115;WV EIENDOM AS;Aktiv;;AS;88.911
990034168;BALLSTADVÆRING AS;Aktiv;;AS;03.111
997597079;STRAUMVÆRING AS;Aktiv;;AS;03.111
984246757;NESODDEN DYREKLINIKK AS;Aktiv;;AS;75.000
992067357;NORSENGA EIENDOM AS;Aktiv;;AS;47.521
976504720;OPPLÆRINGSKONTORET FOR INDUSTRIFAG INNLANDET;Aktiv;;FLI;85.609
913856406;FA SÁPMI;Aktiv;;FLI;93.120
917134693;IPHONELEGEN AS;Slettet;;AS;
999014313;GMI HOLDING GRATANGEN AS;Aktiv;;AS;28.920
816809932;ANTI AS;Aktiv;59;AS;74.102
919294922;LIA MASKIN OG TRANSPORT AS;Konkurs;;AS;49.410
914389151;FOOD LOUNGE AS;Aktiv;11;AS;56.101
994271954;KONGENSGATE 24 ÅLESUND AS;Aktiv;;AS;68.209
997244346;BYGDA 2.0 AS;Aktiv;;AS;41.109
917145806;GMV SERVICE AS;Aktiv;12;AS;33.150
913014030;FUSA AUTO AS;Aktiv;14;AS;45.200
917091358;CUTFAB AS;Aktiv;12;AS;31.090
917070970;NO PAIN NO GAIN AS;Aktiv;;AS;73.110
936025609;MAGNAR NILSEN CONSULTING AS;Aktiv;6;AS;69.201
914454131;NORPRO BYGG AS;UnderAvvikling;;AS;41.200
916273584;HEMMINGODDEN LOFOTEN FISHING LODGE AS;Aktiv;18;AS;55.202
986312161;GRUNN OG BETONG BODØ AS;Aktiv;8;AS;43.120
884321832;STOKKØY UTBYGGING AS;Aktiv;;AS;41.109
934040996;SEV DAHL INVEST AS;Slettet;;AS;
987078278;SEV. DAHL 1867 AS;Aktiv;;AS;68.100
914780659;GODFOTEN FOTTERAPI AS;Aktiv;;AS;86.909
991375317;SIMPLIFY AS;Slettet;;AS;
917195161;ARCTIC AVIATION AS;Aktiv;29;AS;51.210
983182615;SAMEIET TORGHALLEN;Aktiv;;ESEK;
999591450;NORDMEGLER AS;Aktiv;8;AS;68.310
989034014;DINO H AS;Aktiv;;AS;68.209
917146594;REINERT AS;Aktiv;;AS;00.000
987709227;NORSK FAMILIEØKONOMI HOLDING AS;Aktiv;;AS;82.990
971494042;HÅLOGALAND AMATØRTEATERSELSKAP (HATS);Aktiv;28;FLI;94.991
993513938;FOLLO BARNELEGE AS;Slettet;;AS;
917193452;MIWELL NORGE AS;Aktiv;;AS;70.220
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
817156452;VIPCAR AS;Aktiv;;AS;77.110
919495324;ECIT NORMANN & ØYGARDEN AS;Aktiv;27;AS;69.201
982734878;SUNSHINE RENHOLD AS;Aktiv;;AS;81.210
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
982009936;MAGIC NORTH AS;Aktiv;56;AS;93.291
980386465;POWEROFFICE AS;Aktiv;92;AS;58.290
916348797;NARVIK SJÅFØRSKOLE ROGER DANIELSEN;Aktiv;;ENK;85.530
963240910;FDVKONSULT AS;Aktiv;;AS;68.209
986041508;SJØHOLT TANNKLINIKK AS;Aktiv;9;AS;86.230
929694554;FRISIKT IT AS;Aktiv;9;AS;62.020
947817418;NETWORKING AS;Aktiv;;AS;68.209
916620721;PROSJEKT OG INVESTERINGSPARTNER AS;Aktiv;;AS;68.209
816655552;GLOEN KB INVEST AS;Slettet;;AS;
917213895;AR HOLDING AS;Aktiv;;AS;43.120
919726687;EKVATEK AS;Aktiv;22;AS;37.000
970075070;SVEINUNG OLSEN;Aktiv;;ENK;41.200
917219796;NARVIK COMPOSITE AS;Aktiv;;AS;71.129
917377766;TEISTEN AS;Aktiv;;AS;03.111
916336152;FDVCOMPAGNIET AS;Aktiv;14;AS;71.121
983255388;OSLO IDRETTSLAG SVØMMING;Aktiv;358;FLI;93.120
879738342;BRAATHEN & PARTNERS AS;Aktiv;13;AS;69.201
917234884;NYE KJERRINGØY RORBUSENTER AS;Aktiv;;AS;55.202
989137336;RUNE HILDE INVEST AS;Aktiv;;AS;86.230
925701572;TINGHOLMEN EIENDOM AS;Aktiv;;AS;68.209
977236487;VADSØ RENGJØRING AS;Aktiv;8;AS;81.210
993569976;SKALATION AS;Aktiv;;AS;70.220
916669313;STEIGEN INVESTERINGSSELSKAP AS;Aktiv;;AS;68.209
815043782;INPROG AS;Slettet;;AS;
996117375;BRØDRENE JACOBSEN EIENDOM AS;Aktiv;;AS;68.209
981617770;STALL BERGAN AS;Aktiv;6;AS;47.789
916155697;GAMLE ILSTAD GÅRD AS;Aktiv;;AS;88.999
983043526;DÆLENGENGT 24 AS;Aktiv;;AS;68.209
919234814;STORMYRVEIEN 37 AS;Aktiv;;AS;46.499
929809556;NORDTRO AS;Aktiv;27;AS;88.993
917439869;PROMOTIONS.NO AS;Aktiv;5;AS;73.110
987698772;FRISØRBUA AS;Aktiv;5;AS;96.020
965569928;ÅSANE ALLIANSEIDRETTSLAG;Aktiv;;FLI;93.120
996447200;HANS KRISTIAN STADHEIM COACHING OG TRENING;Aktiv;;ENK;85.510
866754802;AASUM BIL AS;Aktiv;6;AS;45.200
971494050;GRANBUSKA BARNEHAGE SA;Aktiv;10;SA;88.911
847514582;Gudm. Haugstvedt A/S.;Aktiv;;AS;41.200
911268469;E N EDIASSEN AS;Aktiv;6;AS;47.772
812830732;ECIT OS AS;Aktiv;12;AS;69.201
915904874;JR SERVICE NARVIK AS;UnderAvvikling;;AS;45.200
899541642;SAGENE BRYGGERI AS;Aktiv;13;AS;11.050
916926014;STORSKJÆRET AS;Aktiv;;AS;68.209
982069483;NORSK FAMILIEØKONOMI AS;Aktiv;;AS;82.990
997509781;STAGEGAARD-LANGKLOPP AS;Aktiv;;AS;43.320
995373068;YVIA;Aktiv;5;FLI;94.120
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
991033319;FORFENGELIGHETEN AS;Aktiv;5;AS;47.710
979949642;TOTEN ANLEGG OG TRANSPORT AS;Aktiv;25;AS;43.990
817372902;LANGVIK MASKIN AS;Aktiv;10;AS;43.120
912686086;STORE ELVEGATE 25 AS;Aktiv;;AS;68.320
